Measure	NumValues	Units	Minimum	25%	50%	75%	Maximum	Mean	StdDev
Orthophosphate as PO4	101	['mg/l      ' 'ppm       ' 'ug/l      ']	0.0	0.035	0.08	5.0843	316.51099999999997	22.136519801980196	54.873547128094465
Oryzalin	4	['ug/l']	0.03	0.11250000000000002	0.28500000000000003	0.5725	1.0	0.4	0.43412747743798324
Osmium	0	[]							
Oxadiazon	53	['pg/l' 'ug/l' 'ng/g      ']	0.001	2.1	139.0	356.0	5400.0	539.8938283018867	1092.6642334221613
Oxamyl	50	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	97.0	3.87	19.15159981594761
Oxazepam	1	['% recovery']	123.0	123.0	123.0	123.0	123.0	123.0	
Oxazepam glucuronide	0	[]							
Oxcarbazepine	0	[]							
Oxidation reduction potential (ORP)	158	['mV' 'mV        ']	-261.0	227.75	321.5	372.75	594.0	276.6316455696202	161.6654889880921
Oxidized Nifedipine	0	[]							
Oxychlordane	30	['ug/l' 'pg/l']	-0.001	2.686125	4.35	54.55	151.0	32.10718333333333	45.88327108459167
Oxydisulfoton	0	[]							
Oxyfluorfen	66	['ug/l' 'ng/l']	0.0	0.0	0.0	0.0	112.0	3.0345909090909093	16.50555314290154
Oxygen	5651	['mg/l' '% saturatn' '%']	0.0	7.7	9.6	54.0	1000.0	30.32164218722361	40.537089017038795
Oxygen-18/Oxygen-16 ratio	633	['0/00      ' 'per mil']	-28.8	-10.42	-8.69	-7.11	8.15	-8.465213270142186	3.8824299117070082
Oxymorphone	1	['% recovery']	58.9	58.9	58.9	58.9	58.9	58.9	
Oxymorphone glucuronide	0	[]							
PCB-105/132/153	17	['ng/g']	0.3	0.85	4.61	10.6	581.0	50.70999999999999	140.14913213252518
PCB-107/124	3	['ng/kg']	7.0	26.45	45.9	53.2	60.5	37.800000000000004	27.654475225539898
PCB-110/115	13	['ng/g' 'ng/kg']	0.1	0.61	1.78	98.1	422.0	89.16076923076925	154.32731830223375
PCB-123/149	17	['ng/g']	0.14	8.84	14.2	85.2	574.0	75.21058823529413	135.71863723668298
PCB-128/166	4	['ng/g' 'ng/kg']	3.4	8.799999999999999	54.0	196.55	494.0	151.35	232.392907235426
PCB-128/167	0	[]							
PCB-129/138/160/163	2	['ng/kg']	1300.0	1725.0	2150.0	2575.0	3000.0	2150.0	1202.0815280171307
PCB-132/153	1	['ng/g      ']	2.18	2.18	2.18	2.18	2.18	2.18	
PCB-135/151/154	5	['ng/g' 'ng/kg']	57.9	71.4	94.6	121.0	124.0	93.78	29.338916135399412
PCB-138/160	20	['ng/g']	0.2	2.2725	17.65	31.349999999999998	576.0	66.837	145.830799436232
PCB-139/140	2	['ng/kg']	15.0	17.1	19.2	21.299999999999997	23.4	19.2	5.939696961966998
PCB-147/149	2	['ng/kg']	33.5	150.875	268.25	385.625	503.0	268.25	331.9866337670841
PCB-153/168	20	['ng/g' 'ng/kg']	0.2	4.390000000000001	18.5	95.725	2550.0	253.61000000000004	632.1106535626246
PCB-153/173/201	2	['ng/g']	11.9	42.925	73.95	104.975	136.0	73.95	87.75195154525055
PCB-156/157	14	['ng/g' 'ng/kg']	1.08	82.0	93.25	111.5	520.0	117.33714285714287	127.54799539651862
PCB-17/18	10	['ng/g']	0.17	0.35	0.7250000000000001	63.092499999999994	226.0	43.183	75.90800412341245
PCB-170/190	9	['ng/g' 'ng/g      ']	0.27	1.05	2.39	62.9	86.3	33.00888888888889	38.69945815009702
PCB-171/173	1	['ng/kg']	1.2	1.2	1.2	1.2	1.2	1.2	
PCB-180/193	11	['ng/g' 'ng/kg']	0.2	0.73	24.4	118.0	717.0	110.68727272727273	208.79127611521074
PCB-182/187	10	['ng/g']	0.2	3.5275	27.3	81.725	317.0	65.128	97.11415456964951
PCB-183/185	7	['ng/g' 'ng/kg']	0.84	21.27	84.4	101.4	153.0	69.08285714285715	56.509039310622896
PCB-195/208	6	['ng/g' 'ng/g      ']	0.34	0.45	52.725	112.5	188.0	68.20666666666666	79.60103558790343
PCB-197/200	5	['ng/g' 'ng/kg']	3.3	7.1	9.6	74.7	116.0	42.14	50.77069036363402
PCB-198/199	2	['ng/kg']	265.0	276.0	287.0	298.0	309.0	287.0	31.11269837220809
PCB-20/28	1	['ng/kg']	121.0	121.0	121.0	121.0	121.0	121.0	
PCB-21/33	2	['ng/kg']	3.3	66.475	129.65	192.825	256.0	129.65	178.68588360584056
PCB-28/31	7	['ng/g']	0.4	4.54	8.5	19.2	112.0	24.054285714285715	39.6241958308064
PCB-37/42	4	['ng/g']	84.1	84.92500000000001	101.6	164.75	305.0	148.075	105.79229256740146
PCB-40/41/71	2	['ng/kg']	5.3	18.25	31.2	44.150000000000006	57.1	31.2	36.62813126546316
PCB-44/47/65	31	['ng/g' '%']	1.31	43.8	52.9	89.4	181.0	67.5874193548387	47.76531335378159
PCB-45/51	0	[]							
PCB-49/69	9	['ng/g' 'ng/kg']	0.27	15.3	21.5	213.0	645.0	154.80777777777777	229.5745086991246
PCB-5/8	13	['ng/g' 'ng/g      ']	0.13	0.2	8.38	52.4	569.0	68.04846153846154	156.5768888249558
PCB-50/53	0	[]							
PCB-59/62/75	1	['ng/kg']	6.3	6.3	6.3	6.3	6.3	6.3	
PCB-61/70/74/76	1	['ng/kg']	108.0	108.0	108.0	108.0	108.0	108.0	
PCB-61/74	8	['ng/g']	0.28	16.725	26.35	104.35	319.0	79.68499999999999	107.89530944392347
PCB-66/95	9	['ng/g']	0.18	0.22	0.56	1.01	77.5	12.371111111111112	26.366258477666324
PCB-70/76	6	['ng/g']	0.97	91.32499999999999	119.5	172.5	292.0	134.01166666666668	98.34896042494128
PCB-77/110	8	['ng/g']	-99.0	-99.0	6.25	38.25	363.0	25.9375	155.7054990083156
PCB-83/99	8	['ng/g' 'ng/kg']	4.3	32.85	55.7	166.0	586.0	147.7625	200.2892546686274
PCB-85/116/117	2	['ng/kg']	24.8	25.75	26.700000000000003	27.650000000000002	28.6	26.700000000000003	2.687005768508881
PCB-86/87/97/108/119/125	5	['ng/g' 'ng/kg']	9.36	10.3	84.7	94.5	189.0	77.572	74.0472208796522
PCB-87/115	2	['ng/g']	79.9	86.42500000000001	92.95	99.475	106.0	92.95	18.455486988968886
PCB-88/91	2	['ng/kg']	7.4	9.9	12.399999999999999	14.899999999999999	17.4	12.399999999999999	7.071067811865475
PCB-90/101	21	['ng/g']	0.1	0.8	9.34	75.3	596.0	75.28666666666665	149.30629666338032
PCB-93/95/98/100/102	3	['ng/kg']	180.0	234.5	289.0	534.5	780.0	416.3333333333333	319.6253014599022
Paraoxon	0	[]							
Paraquat	1	['ug/l']	1.1	1.1	1.1	1.1	1.1	1.1	
Parathion	119	['ug/l' 'ug/kg']	-0.011000000000000001	0.0	0.0	0.0	2.0	0.0497563025210084	0.2687612501827078
Paroxetine	1	['% recovery']	95.9	95.9	95.9	95.9	95.9	95.9	
Particle distribution	30	['count     ' '%         ']	0.0	0.0795	0.1965	0.53675	81.384	4.3989	15.145564515953065
Particle size	1312	['%']	0.0	66.0	85.0	95.0	100.0	78.05868902439025	21.49405184327954
Particle size (size/range in result Particle Size Basis)	579	['%' 'g' 'micron' 'None']	0.0	0.14800000000000002	1.6580000000000001	16.005499999999998	3836.5	18.416461139896388	160.19911266821958
Pebulate	7	['ug/l']	0.0101	0.022850000000000002	0.0548	0.134	0.273	0.09308571428571429	0.09708869533526941
Pendimethalin	111	['ug/l' 'ng/l' 'ug/kg']	-0.5	0.0	0.0	0.0265	264.0	5.0418378378378375	30.571723911763637
Pentachloroanisole	0	[]							
Pentachlorobenzene	0	[]							
Pentachloronitrobenzene	56	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pentachlorophenol	65	['ug/l' 'ug/kg']	0.0	0.0	0.0	0.0	3000.0	46.16153846153846	372.1032399131269
Perchlorate	80	['ug/l' 'mg/l' 'ug/kg']	0.0	0.375	0.835	1.7	200.0	5.198500000000001	23.348440063904086
Periphyton productivity	6	['g/m2/day  ']	0.008	0.01175	0.018500000000000003	0.07250000000000001	0.14	0.04750000000000001	0.054800547442521046
Permethrin	2	['ug/kg']	4.8	7.574999999999999	10.35	13.125	15.9	10.35	7.848885271170678
Perylene	41	['ng/g' 'ug/l' 'pg/l' 'ug/kg     ']	0.0	9.4	45.1	716.0	4885.0	581.8794536585365	1029.3073713701062
Perylene-d12	5	['%']	57.0	66.0	83.0	87.0	96.0	77.8	15.927962832703999
Pesticide mix, unspecified	19	['ng/g']	0.0	0.0	0.0	0.0	97.08	8.803157894736842	26.66169371393923
Petroleum phenols	0	[]							
Phenanthrene	96	['ng/g' 'ug/l' 'pg/l' 'ng/g      ' 'ug/kg     ' 'ug/kg']	-0.005	7.035	400.0	2202.5	18981.0	1513.8546999999996	2776.788965842161
Phenanthrene + anthracene(C1-C4) mix, unspecified	21	['ug/kg     ']	0.0	0.0	0.0	0.0	17.0	1.5047619047619047	4.003308155822656
Phenanthrene-d10	4	['%']	81.0	85.5	91.0	99.0	111.0	93.5	13.0
Phenanthridine	0	[]							
Phendimetrazine	0	[]							
Phenobarbital	2	['% recovery']	83.8	84.69999999999999	85.6	86.50000000000001	87.4	85.6	2.545584412271577
Phenol	6	['ug/l' 'ug/kg']	0.17	0.295	16.23	34.25	62.0	21.645	25.621326858693326
Phenol, 2-(1,1-dimethylethyl)-4-methoxy-	0	[]							
Phenol, 4-(1-methyl-1-phenylethyl)-	0	[]							
Phenol-D6	3	['% recovery']	67.0	78.15	89.3	96.65	104.0	86.76666666666667	18.629635888372412
Phenols and phenolic compounds	39	['ug/l']	0.0	0.0	2.0	7.0	8300.0	218.76923076923077	1328.1346725773046
Phenothrin	0	[]							
Phenyl ether	0	[]							
Phenylpropanolamine hydrochloride	0	[]							
Phenytoin	1	['% recovery']	65.1	65.1	65.1	65.1	65.1	65.1	
Pheophytin a	41	['mg/m3' 'ug/l' 'ug/l      ']	0.5	1.6	3.52	5.2	103.0	7.866829268292683	16.54860997773293
Phorate	50	['ug/l']	0.0	0.0	0.0	0.0	0.004	8e-05	0.000565685424949238
Phosalone	48	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosmet	64	['ug/l']	0.0	0.0	0.0	0.0	0.006999999999999999	0.00010937499999999999	0.0008749999999999997
Phosmetoxon	1	['ug/l']	0.0061	0.0061	0.0061	0.0061	0.0061	0.0061	
Phosphate	4210	['mg/l' 'mg/l as P']	0.0	0.02	0.061	0.215	429.0	0.7616206650831466	9.679562280094984
Phosphate-phosphorus	427	['mg/l' 'ug/l']	-0.027000000000000003	0.061	0.22	5.434270639499999	313.248	18.48026429097423	42.87785381087558
Phosphate-phosphorus as P	51	['mg/l      ']	0.0031	0.01	0.0238	0.0682	1.4	0.08581960784313725	0.20756719973985083
Phosphate-phosphorus as PO4	28	['mg/l      ']	0.0	0.03825	0.85	1.9249999999999998	7.0	1.1787142857142856	1.501122342020891
Phosphoric acid, diethyl 6-methyl-2-(1-methylethyl)-4-pyrimidinyl ester	5	['ug/l']	0.01	0.01	0.03	0.03	0.13	0.041999999999999996	0.050199601592044535
Phosphorothioic acid, O-ethyl O-methyl S-propyl ester	0	[]							
Phosphorus	3781	"['mg/l' 'ppm       ' 'ppb       ' 'ug/l' 'mg/l      ' 'mg/l as P'
 'mg/l PO4' 'mg/kg as P' '%']"	-99.0	0.025	0.081	0.3	4340.86	10.335668187511903	120.79378252050567
Phostebupirim	0	[]							
Phytane	7	['pg/l']	160.0	300.0	400.0	683.885	1100.0	518.2528571428571	329.75688149070703
Phytoplankton	124	['#/ml']	8.0	70.75	1100.0	4150.0	460000.0	8655.943548387097	42989.11380336203
Picloram	53	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pindolol	0	[]							
Pioglitazone	0	[]							
Piperidine, 1-(1-phenylcyclohexyl)-, hydrochloride	0	[]							
Piperonyl butoxide	5	['ng/l']	0.7	4.7	6.7	20.8	60.8	18.740000000000002	24.70228734348299
Polonium-210	4	['pCi/L']	-0.025	-0.01225	0.006	0.0245	0.038	0.006249999999999999	0.02814693589007514
Polychlorinated biphenyls	173	['ng/g' '%' 'ng/kg' 'ug/l' 'ug/kg']	0.0	0.0	7.68	85.6	6935.3	138.07630057803468	682.8355012544705
Polychlorinated triphenyl	6	['ng/g      ']	36.8	39.775000000000006	60.7	88.44999999999999	293.0	96.95	98.60386909244484
Polycyclic aromatic hydrocarbons	11	['ng/g']	9.06	62.05	167.8	407.62	2270.2	419.46363636363634	666.378805234271
Polyphosphate	0	[]							
Pool Length	103	['m']	0.0	2.0	5.0	10.0	112.0	8.87378640776699	13.831393399281792
Population diversity, macroinvertebrates, # of species	1	['None']	23.0	23.0	23.0	23.0	23.0	23.0	
Potassium	4666	"['mg/l' 'mg/l      ' '%         ' 'ppm       ' 'ueq/L     ' 'ug/l' 'mg/kg'
 'ueq/L' '%']"	0.0	1.29	2.3	4.5	74200.0	28.885790184312057	1141.2439279579537
Potassium-40	45	['pCi/L']	0.1	1.2	2.1	5.9	130.0	8.171111111111113	19.99363105662108
Prallethrin	2	['ug/l']	0.0	0.003875	0.00775	0.011625	0.0155	0.00775	0.010960155108391486
Pravastatin	1	['% recovery']	102.0	102.0	102.0	102.0	102.0	102.0	
Prazepam	0	[]							
Precipitation	382	['in        ' 'in']	0.0	0.0	0.0	0.3025	62.0	0.9516230366492144	4.659684182047481
Precipitation 24hr prior to monitoring event (choice list)	0	[]							
Precipitation 24hr prior to monitoring event amount	7	['in' 'in        ']	0.12	0.18	0.37	0.435	1.18	0.41428571428571426	0.36308204503744246
Precipitation 48hr prior to monitoring event amount	8	['in' 'in        ']	0.48	0.6375000000000001	0.855	1.35	3.5	1.2	0.9872327848225925
Precipitation during activity (choice list)	0	[]							
Precipitation, time since event	127	['days' 'days      ']	0.0	0.25	2.0	7.0	8.0	2.956692913385827	2.863130170495807
Pregabalin	1	['% recovery']	103.0	103.0	103.0	103.0	103.0	103.0	
Primidone	2	['% recovery']	58.8	67.5	76.19999999999999	84.89999999999999	93.6	76.19999999999999	24.607315985291855
Pristane	2	['pg/l']	820.0	1090.0	1360.0	1630.0	1900.0	1360.0	763.6753236814714
Prodiamine	2	['ug/l']	0.32	1.29	2.2600000000000002	3.2300000000000004	4.2	2.2600000000000002	2.7435743110038047
Profenofos	53	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Progesterone	0	[]							
Prometon	73	['% recovery' 'ug/l' 'ng/l']	0.0	0.005	0.008	0.017	91.0	2.0253561643835614	11.295437865166162
Prometryn	86	['ug/l' 'ng/l']	0.0	0.0	0.0	0.002	364.0	4.2605	39.248296633177375
Pronamide	14	['ug/l' 'ng/l']	0.004	0.01815	1.7000000000000002	12.450000000000001	448.0	54.8630142857143	123.89662465869779
Propachlor	2	['% recovery']	77.5	80.5	83.5	86.5	89.5	83.5	8.48528137423857
Propachlor ESA	1	['% recovery']	83.0	83.0	83.0	83.0	83.0	83.0	
Propachlor OA	0	[]							
Propane	0	[]							
Propanil	8	['ug/l' 'ng/l']	0.003	0.00725	0.019000000000000003	7.1145	38.8	8.3925	15.753529735994315
Propargite	19	['ug/l']	0.0	0.0	0.0	0.11499999999999999	2.4	0.20842105263157892	0.555785561744163
Propazine	3	['ug/l']	0.0	0.0	0.0	0.0175	0.035	0.011666666666666667	0.020207259421636904
Propetamphos	68	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Propham	1	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	
Propiconazole	2	['ng/l']	6.5	10.225	13.95	17.674999999999997	21.4	13.95	10.535891039679557
Propoxur	7	['ug/l' '% recovery']	0.0	0.0	0.004	0.0075	98.5	14.074142857142858	37.228303884851606
Propranol	0	[]							
Propylene	0	[]							
Prosulfuron	0	[]							
Prothiofos	1	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	
Pseudomonas aeruginosa	13	['MPN/100 ml']	2.0	5.0	10.0	23.0	240.0	33.84615384615385	65.26081794594947
Pyrene	115	['pg/l' 'ng/g' 'ng/g      ' 'ug/kg     ' 'ug/l' 'ug/kg']	-0.005	6.4	419.0	2480.0	57540.0	3203.401952434784	7606.878217256425
Quetiapine fumarate	0	[]							
Quinclorac	0	[]							
Quinoline	0	[]							
RBP Stream Velocity	319	['ft/sec    ' 'cfs       ']	0.0	1.01	2.3944	3.0504	4690.0	22.682859561128524	265.96031223301037
RBP2, High G, Bank Stability, Left Bank (choice list)	14	[' ']	2.0	6.25	8.0	8.0	9.0	6.785714285714286	2.4235565546581275
RBP2, High G, Bank Stability, Right Bank (choice list)	7	[' ']	3.0	7.5	8.0	9.0	9.0	7.571428571428571	2.14919697074224
RBP2, High G, Channel Alteration (choice list)	10	[' ']	17.0	17.75	20.0	20.0	20.0	19.1	1.449137674618944
RBP2, High G, Channel Flow Status (choice list)	12	[' ']	1.0	14.5	17.0	20.0	20.0	15.416666666666666	6.006940430313366
RBP2, High G, Embeddedness (choice list)	3	[' ']	9.0	11.5	14.0	15.5	17.0	13.333333333333334	4.041451884327381
RBP2, High G, Epifaunal Substrate/Available Cover (choice list)	12	[' ']	2.0	14.0	15.0	16.0	19.0	13.833333333333334	4.687184332805461
RBP2, High G, Frequency of Riffles (or bends) (choice list)	13	[' ']	11.0	13.0	15.0	16.0	17.0	14.76923076923077	2.006400016357911
RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list)	11	[' ']	2.0	7.0	10.0	10.0	10.0	8.272727272727273	2.572582713574399
RBP2, High G, Riparian Vegetative Zone Width, Right Bank (choice list)	8	[' ']	6.0	7.0	9.0	10.0	10.0	8.5	1.6903085094570331
RBP2, High G, Sediment Deposition (choice list)	8	[' ']	2.0	5.5	13.5	16.0	17.0	11.0	6.07100838882165
RBP2, High G, Vegetative Protection, Left Bank (choice list)	19	[' ']	2.0	7.0	8.0	9.0	10.0	7.421052631578948	2.4339220628826905
RBP2, High G, Vegetative Protection, Right Bank (choice list)	12	[' ']	2.0	3.0	6.0	8.25	10.0	5.916666666666667	3.1754264805429413
RBP2, High G, Velocity/Depth Regime (choice list)	12	[' ']	9.0	11.5	13.5	15.5	17.0	13.416666666666666	2.8109633849474367
RBP2, Low G, Bank Stability, Left Bank (choice list)	1	[' ']	9.0	9.0	9.0	9.0	9.0	9.0	
RBP2, Low G, Bank Stability, Right Bank (choice list)	2	[' ']	5.0	6.25	7.5	8.75	10.0	7.5	3.5355339059327378
RBP2, Low G, Channel Sinuosity (choice list)	2	[' ']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RBP2, Low G, Pool Substrate Characterization (choice list)	1	[' ']	7.0	7.0	7.0	7.0	7.0	7.0	
RBP2, Low G, Riparian Vegetative Zone Width, Right Bank (choice list)	1	[' ']	9.0	9.0	9.0	9.0	9.0	9.0	
RBP2, Low G, Vegetative Protection, Right Bank (choice list)	3	[' ']	5.0	5.0	5.0	7.0	9.0	6.333333333333333	2.309401076758503
RBP2, Low G, habitat assessment total score	9	['None      ']	90.0	101.0	141.0	155.0	177.0	131.33333333333334	33.10966626228661
Radium-224	8	['pCi/L']	0.12	0.1525	0.2	0.37	1.3	0.35875	0.39404269166822886
Radium-226	51	['pCi/L' 'dpm/g']	0.0	0.02	0.068	0.106	12.0	0.38862745098039214	1.700737815899727
Radium-228	39	['pCi/L']	-0.27	0.09	0.16	0.33499999999999996	0.59	0.20589743589743592	0.19471595978052844
Radon-222	129	['pCi/L']	18.0	28.0	270.0	580.0	7400.0	545.5038759689922	960.86262614017
Ranitidine	0	[]							
Recoverable	0	[]							
Reservoir storage	6	['ac-ft']	13000.0	183600.0	676000.0	917000.0	3460000.0	973633.3333333334	1277361.1574909685
Resistivity	105	['KOhm/cm']	1.052	2.701	3.2310000000000003	3.995	6.473	3.2776219047619053	0.8409361123155177
Resmethrin	0	[]							
Respiration	6	['mg 02/m3/d']	0.0	567.5	785.0	950.0	1600.0	778.3333333333334	530.6756699403758
Rhodium	0	[]							
Ritalinic acid	0	[]							
Ronnel	5	['ug/l']	-0.013000000000000001	-0.013000000000000001	-0.0041	0.0	0.0	-0.00602	0.0065880194292366814
Rubidium	6	['ug/l      ' 'ppm       ']	60.0	122.2	164.95	178.00000000000003	1830.0	418.36666666666673	693.0303216069747
Ruthenium	0	[]							
S-Ethyl dipropylthiocarbamate	52	['ug/l' 'ng/l' 'ug/kg']	0.0014	0.00415	0.00935	0.03155	770.0	16.021075	106.89749495354825
S-Ethyl dipropylthiocarbamate (EPTC)	0	[]							
Salbutamol	2	['% recovery']	92.2	101.9	111.6	121.3	131.0	111.6	27.435743110038043
Salinity	16839	['PSS' 'ppth' 'ppt' 'ppth      ' 'PSU' 'ppt       ' 'PSS       ']	-1.0	33.313	33.453	33.592	222.0	31.10351038226725	9.471516247384356
Samarium	37	['ppm       ']	2.1630000000000003	3.695	5.56	7.0	19.0	6.380324324324324	3.955744620549082
Sand	253	['%']	0.0	2.14	9.73	28.0	96.73	17.293358124387357	19.162632172680635
Scandium	84	['ppm       ' 'ppb       ' 'mg/kg']	0.035	5.788749999999999	9.0	13.274999999999999	26.0	10.068369047619049	6.120437652238117
Secbumeton	7	['ug/l']	0.024	0.03950000000000001	0.18	0.225	0.34	0.15328571428571428	0.12231205212585593
Secbutabarbital	0	[]							
Seconal	0	[]							
Sediment	8775	['%' 'mg/l' 'tons/day' 'ton/d/ft']	-5.0	25.0	66.0	96.0	82100.0	106.84620626780625	1093.5958599128376
Selenium	3504	"['ug/l' 'mg/l' 'mg/kg' 'ppm       ' 'ppb       ' 'ug/g' 'ug/l      '
 'ug/g      ' 'mg/kg     ']"	-0.66	0.10975	0.8265	3.52	6700.0	16.474165391940357	151.03970364975356
Sertraline	2	['% recovery']	97.0	99.25	101.5	103.75	106.0	101.5	6.363961030678928
Seston	27	['% by wt   ' 'mg/l      ' 'mg/l']	0.0	1.8	6.0	21.7	1701.0	83.49259259259259	325.59530558646424
Settleable solids	9	['mL/L/hr']	0.2	0.4	1.2	2.0	10.0	2.0666666666666664	3.0687945516114308
Siduron	0	[]							
Sildenafil	1	['% recovery']	71.4	71.4	71.4	71.4	71.4	71.4	
Silica	3052	['mg/l      ' 'mg/l' 'ug/l      ' 'mg/kg']	0.0	15.0	23.0	32.725	280000.0	327.65937614678904	8403.844734784485
Silicate	37	['ug/l' 'mg/l' 'ug/l      ']	0.8072729999999999	90.9652	293.2234	493.1586	1154.5949	365.1872075405406	333.3776254708115
Silicon	18	['ppm       ' 'ug/l      ']	0.5	6.425	12.6	22.5	17900.0	2792.0197777777776	5603.749513122206
Silt	159	['%']	0.26	7.2	19.0	38.36	70.1	23.271850305194977	18.568729844570317
Silver	954	"['ug/l' 'mg/l' 'mg/kg' 'ppm       ' 'ug/g' 'mg/kg     ' '%' 'ug/g      '
 'ug/l      ']"	-0.14	0.0	0.0	0.0	20.6	0.08602577253270442	0.7404655734595506
Silvex	116	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	95.0	0.9158620689655173	8.824161501632718
Simazine	293	['ug/l' 'ng/l']	0.0	0.006	0.016	0.08199999999999999	103.0	1.9712450511945392	10.463071459794104
Simetone	1	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	
Simetryn	6	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Simvastatin	0	[]							
Sodium	6350	"['mg/l' '%         ' 'mg/l      ' 'ppm       ' 'ug/l      ' 'ug/l'
 'ueq/L     ' 'None      ' 'ueq/L' '%' 'mg/kg']"	0.0	9.462499999999999	39.0	110.0	31000.0	216.5661610708658	1084.8930542123494
Sodium adsorption ratio	4406	['None']	0.0	0.5	1.4	3.1	460.0	3.5828166137085726	10.970946091786413
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)]	61	['None' 'None      ']	0.3	0.46	0.49	0.57	27.0	1.0	3.391695249674808
Sodium plus potassium	90	['mg/l      ' 'mg/l as Na']	1.3	25.25	120.0	307.5	2400.0	260.1455555555555	395.70325028156617
Sodium, percent total cations	3695	['%']	0.0	23.0	36.0	50.0	99.0	38.73721244925575	20.243107159301754
Solids Formed	16	['lbs/kgal  ']	0.03	0.195	0.3	402.25	1260.0	245.96875	396.8083315468565
Soluble Reactive Phosphorus (SRP)	1	['mg/l']	0.003	0.003	0.003	0.003	0.003	0.003	
Sotalol	0	[]							
Specific UV Absorbance at 254 nm	349	['#/cm']	0.008	0.067	0.099	0.17	16.9	0.3840802292263608	1.6057232031203352
Specific conductance	37531	"['mS/cm' 'uS/cm' 'mho/cm' 'umho/cm   ' 'm' 'umho/cm' 'umho      '
 'mho/cm    ' 'uS/cm     ' 'mS/cm     ' 'S/m       ' 'uS/cm @25C']"	-60.58	4.07	165.0	763.0	591000.0	1632.350880614707	6977.769546487576
Specific gravity	11	['None']	1.033	2.715	2.74	2.77	2.82	2.5957272727272733	0.5197007005785332
Stigmast-5-en-3-ol, (3.beta.)-	0	[]							
Stream condition (text)	2	[' ']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stream flow, instantaneous	4765	['ft3/s']	0.0	13.0	93.0	906.0	349000.0	2676.9125225603348	10829.43930290121
Stream flow, mean. daily	1657	['ft3/s']	0.0	49.0	369.0	3230.0	153000.0	4603.442824381413	12770.053325973913
Stream stage	149	['ft        ' 'm         ']	0.15	0.44	1.4402	100.0	147.0	42.51838174496645	50.70386485195347
Stream velocity	8	['ft/sec']	0.03	0.115	0.225	0.47750000000000004	0.56	0.28125	0.22002840725688128
Stream wetted width	2711	['m' 'ft']	0.0	2.56	4.33	7.5	163.7	6.140595367023254	7.256067301054031
Stream width measure	91	['m         ' 'ft' 'ft        ' 'm']	0.7	3.8499999999999996	7.0	11.149999999999999	340.0	19.086263736263735	58.6709889818422
Strontium	674	['ug/l' 'mg/l' 'ppm       ' 'ppb       ' 'ug/l      ' 'mg/kg']	0.034	148.5	360.0	698.25	54000.0	973.9988145400595	3336.281009558816
Strontium-87/strontium-86, ratio	15	['per mil']	0.70895	0.7092849999999999	0.7097100000000001	0.7103649999999999	0.71112	0.7098593333333333	0.0006358174341143828
Styrene	115	['ug/l' 'ug/l      ']	0.0	0.0	0.0	0.0	0.342	0.005295652173913043	0.03528256214416556
Substrate - clay	2	['g' '%         ']	0.191	8.6	17.009	25.418	33.827	17.009	23.784243691990714
Substrate - clay/fine partic. org. matt.	13	['%']	1.44	40.943798885	76.0	91.360201672	96.55	60.806461581307694	35.22848315659765
Substrate - cobbles, small	1	['g']	0.9470000000000001	0.9470000000000001	0.9470000000000001	0.9470000000000001	0.9470000000000001	0.9470000000000001	
Substrate - grain size	90	['count     ' 'None']	0.0	0.156	2.51	23.961750000000002	99.49	17.69925555555556	28.86314272428978
Substrate - gravel	8	['g' 'None' '%         ']	0.011000000000000001	0.0585	0.07250000000000001	0.21900000000000003	53.8	6.81625	18.98451333324086
Substrate - sand	5	['%         ']	3.4389999999999996	9.892999999999999	12.113	50.214	50.6	25.2518	23.18383983942263
Substrate - sand, coarse	12	['None' 'g']	0.24600000000000002	1.9422499999999998	14.850000000000001	34.475	66.5	21.642916666666668	22.027512084409075
Substrate - sand, fine	5	['None' 'g']	16.7	26.3	77.194	85.66	90.444	59.2596	34.959781932958336
Substrate - sand, medium	6	['g' 'None']	1.936	5.502000000000001	14.100000000000001	35.55	62.0	22.911999999999995	23.85709507882299
Substrate - sand, very coarse	10	['None' 'g']	0.151	0.55	7.75	26.725	46.7	15.264000000000001	18.17883861954761
Substrate - sand, very fine	11	['None' 'g']	0.0	0.03	7.0	16.4465	19.844	7.882454545454545	8.579960342141874
Substrate - silt	8	['g' '%         ' 'None']	0.0	0.48	1.06	49.611	64.351	21.932375	29.96602619127916
